index	clu	clan	num_reprs	prelim_info	annotations	pfam_domains	mean_length	std_length	mean_pi	std_pi	apises	dbapis_clans	defense_systems	phrogs	pfam_ids	clu_netw
15	7877	14_clan	116		endonuclease VII: 62; HNH endonuclease,endonuclease VII: 43; nan: 11	Endonuclease_7: 115; Endonuclease_7,Prok-RING_1: 1	132.92241379310346	14.29998532201677	9.988620689655173	0.2679775998157281	nan: 116	nan: 116	nan: 116	phrog_423,phrog_307,phrog_17507,phrog_2914,phrog_11865,phrog_36860: 15; nan: 11; phrog_2914: 9; phrog_423,phrog_307,phrog_2633,phrog_17507,phrog_2914,phrog_11865: 7; phrog_423,phrog_307,phrog_2633,phrog_2914,phrog_11865: 6; phrog_423,phrog_307,phrog_2633,phrog_36860,phrog_2914,phrog_20005: 6; phrog_423,phrog_20005: 5; phrog_423,phrog_307,phrog_17507,phrog_2914,phrog_11865: 5; phrog_2914,phrog_307: 5; phrog_423,phrog_307,phrog_2633,phrog_36860,phrog_17507,phrog_2914,phrog_11865,phrog_20005: 4; phrog_307,phrog_2633,phrog_2914,phrog_11865,phrog_36860: 4; phrog_20005,phrog_36860: 3; phrog_423,phrog_307,phrog_2633,phrog_17507,phrog_2914,phrog_11865,phrog_36860: 3; phrog_20005: 3; phrog_423,phrog_2914,phrog_20005,phrog_307: 2; phrog_423,phrog_307,phrog_17507,phrog_2914,phrog_20005: 2; phrog_423,phrog_307,phrog_2633,phrog_36860,phrog_17507,phrog_2914,phrog_20005: 2; phrog_11865: 2; phrog_11865,phrog_2914,phrog_20005: 2; phrog_307,phrog_2633,phrog_17507,phrog_2914,phrog_11865,phrog_20005: 2; phrog_423,phrog_307,phrog_2633,phrog_17507,phrog_2914,phrog_11865,phrog_20005: 1; phrog_423,phrog_307,phrog_2633,phrog_2914,phrog_20005: 1; phrog_2914,phrog_20005,phrog_307,phrog_2633: 1; phrog_11865,phrog_2914,phrog_20005,phrog_2633: 1; phrog_423,phrog_307,phrog_36860,phrog_2914,phrog_20005: 1; phrog_423,phrog_307,phrog_2633,phrog_2914,phrog_11865,phrog_20005: 1; phrog_11865,phrog_2914,phrog_307,phrog_2633: 1; phrog_20005,phrog_36860,phrog_2914: 1; phrog_423,phrog_307,phrog_2633,phrog_36860,phrog_2914,phrog_11865,phrog_20005: 1; phrog_423,phrog_2914,phrog_2633: 1; phrog_423,phrog_307,phrog_36860,phrog_17507,phrog_2914,phrog_20005: 1; phrog_423,phrog_2633,phrog_2914,phrog_11865,phrog_20005: 1; phrog_423,phrog_20005,phrog_307: 1; phrog_423,phrog_2633,phrog_17507,phrog_2914,phrog_11865,phrog_20005: 1; phrog_423,phrog_11865,phrog_2914,phrog_307: 1; phrog_20005,phrog_36860,phrog_307,phrog_2914: 1; phrog_17507,phrog_2914,phrog_20005,phrog_307: 1; phrog_423,phrog_20005,phrog_36860,phrog_2633: 1	PF02945.18: 115; PF02945.18,PF14446.9: 1	clu_7877
16	7423	30_clan	115		DNA polymerase: 81; DNA polymerase I,DNA polymerase: 34	DNA_pol_A: 114; DNA_pol_A,DNA_pol_A_exo1: 1	795.5739130434782	21.707812834612035	5.728521739130435	0.4376577279152812	nan: 115	nan: 115	nan: 115	phrog_17,phrog_9556,phrog_2573: 51; phrog_17,phrog_15971,phrog_9556,phrog_2573: 29; phrog_9556,phrog_2573: 24; phrog_23226,phrog_17,phrog_9556,phrog_2573: 4; phrog_15971,phrog_9556,phrog_2573: 3; phrog_15971,phrog_2573,phrog_17,phrog_9556,phrog_23226: 2; phrog_23226,phrog_9556,phrog_2573: 1; phrog_17,phrog_5995,phrog_9556,phrog_2573: 1	PF00476.23: 114; PF00476.23,PF01612.23: 1	clu_7423
17	15258	1_clan	109		nan: 104; RNA polymerase: 5	RNA_pol,RPOL_N: 109	882.5779816513761	13.932571469057695	6.092110091743119	0.2586112247087545	nan: 109	nan: 109	nan: 109	nan: 104; phrog_414: 5	PF00940.22,PF14700.9: 109	clu_15258
18	4353	285_pair	107		hypothetical protein: 107	nan: 107	305.6355140186916	18.30372295533739	4.904205607476635	0.1287826703973583	nan: 107	nan: 107	nan: 107	phrog_4571: 56; phrog_22983,phrog_4571: 51	nan: 107	clu_4353
19	8088	82_clan	97		hypothetical protein: 97	nan: 97	83.5360824742268	6.543224637729764	7.874536082474226	0.8705159157775308	nan: 97	nan: 97	nan: 97	phrog_5965: 97	nan: 97	clu_8088
20	14958	1_clan; 9_clan	96		RNA polymerase: 90; RNA polymerase,hypothetical protein: 4; RNA polymerase,unknown function,ribonucleotide reductase NrdA-like: 2	RNA_pol: 94; DUF4326,RNA_pol: 2	416.6145833333333	28.429550894009697	5.414479166666666	0.4029284115380318	nan: 96	nan: 96	nan: 96	phrog_20599,phrog_2051: 90; phrog_20599,phrog_2051,phrog_22493: 2; phrog_20599,phrog_9995,phrog_2051,phrog_33573: 2; phrog_20599,phrog_24867,phrog_2051,phrog_464: 2	PF00940.22: 94; PF14216.9,PF00940.22: 2	clu_14958
21	1359	93_clan	87		hypothetical protein: 87	nan: 86; DUF412: 1	53.44827586206897	0.694808333779651	9.741724137931033	0.1976678379960366	nan: 87	nan: 87	nan: 87	phrog_7652: 87	nan: 86; PF04217.16: 1	clu_1359
22	4592	12_clan	81		hypothetical protein,nucleotide kinase: 76; hypothetical protein,nucleotide kinase,kinase: 5	DUF3310: 81	152.14814814814815	7.146871887600744	7.128024691358025	0.9107983033486154	nan: 81	nan: 81	nan: 81	phrog_18538,phrog_32366,phrog_11324,phrog_36380,phrog_2585,phrog_4943,phrog_4472,phrog_236,phrog_1689,phrog_18498: 43; phrog_18538,phrog_36380,phrog_2585,phrog_4943,phrog_4472,phrog_236,phrog_1689,phrog_18498: 12; phrog_18538,phrog_11324,phrog_36380,phrog_2585,phrog_4943,phrog_4472,phrog_236,phrog_1689,phrog_18498: 6; phrog_18538,phrog_32366,phrog_36380,phrog_2585,phrog_4943,phrog_4472,phrog_236,phrog_1689,phrog_18498: 6; phrog_36380,phrog_2585,phrog_4943,phrog_4472,phrog_236,phrog_1689,phrog_18498: 4; phrog_18538,phrog_11324,phrog_2387,phrog_2585,phrog_4943,phrog_10602,phrog_23238,phrog_236,phrog_4472,phrog_11450,phrog_1689,phrog_4897: 3; phrog_32366,phrog_36380,phrog_2585,phrog_4943,phrog_4472,phrog_236,phrog_1689,phrog_18498: 1; phrog_32366,phrog_36380,phrog_2585,phrog_10602,phrog_4943,phrog_4472,phrog_236,phrog_1225,phrog_13649,phrog_1689,phrog_4897,phrog_18498: 1; phrog_18538,phrog_36380,phrog_2585,phrog_4317,phrog_4943,phrog_4472,phrog_236,phrog_1689,phrog_18498: 1; phrog_18538,phrog_32366,phrog_11324,phrog_36380,phrog_2585,phrog_4317,phrog_4943,phrog_4472,phrog_236,phrog_1689,phrog_18498: 1; phrog_11324,phrog_36380,phrog_2585,phrog_4943,phrog_4472,phrog_236,phrog_1689,phrog_18498: 1; phrog_18538,phrog_32366,phrog_11324,phrog_36380,phrog_2585,phrog_4943,phrog_4472,phrog_236,phrog_13649,phrog_1689,phrog_18498: 1; phrog_18538,phrog_32366,phrog_11324,phrog_4824,phrog_2387,phrog_2585,phrog_4943,phrog_10602,phrog_23238,phrog_236,phrog_4472,phrog_11450,phrog_1689,phrog_4897: 1	PF11753.11: 81	clu_4592
23	15685	1_clan; 6_clan; 9_clan	79		nan: 71; RNA polymerase: 8	RNA_pol,RPOL_N: 76; RNA_pol: 3	815.1518987341772	16.37547306624942	6.948227848101266	0.7130554685757782	nan: 79	nan: 79	nan: 79	nan: 71; phrog_20599: 7; phrog_414: 1	PF00940.22,PF14700.9: 76; PF00940.22: 3	clu_15685
24	8433	13_clan	79		terminase large subunit: 79	nan: 56; Terminase_6N: 17; GpA_ATPase: 6	574.8481012658228	44.30809632781286	5.448227848101266	0.3759151550947706	nan: 79	nan: 79	nan: 79	phrog_38,phrog_4758,phrog_15524,phrog_17672: 63; phrog_38,phrog_15524,phrog_17672: 16	nan: 56; PF03237.18: 17; PF05876.15: 6	clu_8433
25	11764	17_clan	74		HNH endonuclease,endonuclease: 74	HNH_3,zf-His_Me_endon: 66; HNH_3: 6; HNH_3,HTH_11,HTH_7,zf-His_Me_endon: 1; HNH_3,HTH_23,HTH_38,zf-His_Me_endon: 1	143.16216216216216	9.72079683726727	9.697702702702703	0.32667921216971924	nan: 74	nan: 74	nan: 74	phrog_59,phrog_1872,phrog_6254,phrog_826: 32; phrog_1492,phrog_1872,phrog_6254,phrog_826,phrog_59: 10; phrog_59,phrog_1872,phrog_6254: 9; phrog_1492,phrog_99,phrog_1872,phrog_6254,phrog_59,phrog_4842,phrog_826,phrog_3593: 6; phrog_10495,phrog_1872,phrog_6254,phrog_826,phrog_59: 5; phrog_1872,phrog_6254,phrog_59,phrog_826,phrog_3593: 3; phrog_1492,phrog_1872,phrog_6254,phrog_59,phrog_4842,phrog_826,phrog_3593: 3; phrog_99,phrog_1872,phrog_6254,phrog_826,phrog_59: 3; phrog_1492,phrog_59,phrog_1872,phrog_6254: 1; phrog_1872,phrog_6254,phrog_4842,phrog_826,phrog_59: 1; phrog_1872,phrog_6254: 1	PF13392.9,PF05551.14: 66; PF13392.9: 6; PF13392.9,PF08279.15,PF02796.18,PF05551.14: 1; PF13392.9,PF13384.9,PF13936.9,PF05551.14: 1	clu_11764
26	653	38_clan	71		deoxynucleoside monophosphate kinase: 71	nan: 70; P-mevalo_kinase: 1	218.01408450704224	6.52356816856384	5.054647887323943	0.3275049879049412	nan: 71	nan: 71	nan: 71	phrog_139: 71	nan: 70; PF04275.17: 1	clu_653
27	1185	1351_mono	69		metallo-phosphoesterase: 66; metallo-phosphoesterase,HTH DNA binding protein: 3	GerE,HTH_11,HTH_23,Metallophos,Sigma70_r4_2: 52; GerE,HTH_23,Metallophos,Sigma70_r4_2: 13; Metallophos: 3; HTH_38,Metallophos: 1	311.8695652173913	2.460948188128867	7.773768115942029	0.29508773096904095	nan: 69	nan: 69	nan: 69	phrog_221: 66; phrog_221,phrog_3855: 3	PF00196.22,PF08279.15,PF13384.9,PF00149.31,PF08281.15: 52; PF00196.22,PF13384.9,PF00149.31,PF08281.15: 13; PF00149.31: 3; PF13936.9,PF00149.31: 1	clu_1185
28	638	397_pair	68		hypothetical protein: 68	nan: 68	38.11764705882353	0.9546338168740829	7.888529411764705	0.7456966385427635	nan: 68	nan: 68	nan: 68	phrog_11746: 68	nan: 68	clu_638
29	9598	63_clan	67		hypothetical protein: 67	nan: 67	99.46268656716418	11.550060157535786	9.549701492537315	0.34621752730019273	nan: 67	nan: 67	nan: 67	phrog_7066: 67	nan: 67	clu_9598
30	31	558_mono	66		hypothetical protein: 66	nan: 65; zf-ribbon_3: 1	39.95454545454545	0.369274472937998	4.175454545454545	0.2446673208708058	nan: 66	nan: 66	nan: 66	phrog_10210: 66	nan: 65; PF13248.9: 1	clu_31
31	8373	36_clan	66		hypothetical protein: 64; nan: 2	nan: 66	85.39393939393939	7.042461955613989	4.0616666666666665	0.07233646454288532	nan: 66	nan: 66	nan: 66	phrog_5149: 64; nan: 2	nan: 66	clu_8373
32	924	18_clan	65		hypothetical protein: 65	nan: 65	63.87692307692308	5.641663352648348	9.358307692307692	0.7608888084642549	nan: 65	nan: 65	nan: 65	phrog_5058: 65	nan: 65	clu_924
33	10901	21_clan	62		hypothetical protein: 60; nan: 2	nan: 62	52.24193548387097	3.691751922605921	9.495322580645162	0.7087248251912808	nan: 62	nan: 62	nan: 62	phrog_5058: 60; nan: 2	nan: 62	clu_10901
34	1726	15_clan	62		hypothetical protein: 60; nan: 2	nan: 62	70.90322580645162	9.960100199343504	10.901129032258064	0.3167462905638094	nan: 62	nan: 62	nan: 62	phrog_2385: 60; nan: 2	nan: 62	clu_1726
35	17157	1327_mono	61		hypothetical protein: 61	nan: 61	92.65573770491804	2.6887744785908168	10.659344262295082	0.20467754194064258	nan: 61	nan: 61	nan: 61	phrog_10635: 61	nan: 61	clu_17157
36	14152	18_clan	58		hypothetical protein: 58	nan: 58	49.41379310344828	2.8899977706457807	10.007931034482759	0.21081927589795713	nan: 58	nan: 58	nan: 58	phrog_5058: 55; phrog_5058,phrog_7202: 2; phrog_25044,phrog_5058: 1	nan: 58	clu_14152
37	615	19_clan	58		HNH endonuclease: 39; HNH endonuclease,hypothetical protein: 19	HNH_3: 37; AP2,HNH_3: 21	160.17241379310346	9.773106548853594	9.806206896551725	0.22586929605187933	nan: 58	nan: 58	nan: 58	phrog_35306,phrog_4578,phrog_99,phrog_826,phrog_3593,phrog_953: 9; phrog_99,phrog_6254,phrog_959,phrog_826: 7; phrog_4578,phrog_3593,phrog_59,phrog_99: 6; phrog_99,phrog_6254,phrog_826: 6; phrog_1492,phrog_4578,phrog_99,phrog_13470,phrog_6254,phrog_59,phrog_953,phrog_3593,phrog_1891,phrog_24751: 3; phrog_99,phrog_36769,phrog_4578: 3; phrog_4578,phrog_99,phrog_953,phrog_3593,phrog_959,phrog_24751: 3; phrog_36769,phrog_30377,phrog_4578,phrog_99,phrog_59,phrog_3593: 3; phrog_99,phrog_4578: 3; phrog_4578,phrog_99,phrog_59,phrog_3593,phrog_959: 2; phrog_35306,phrog_4578,phrog_99,phrog_13470,phrog_826,phrog_3593,phrog_953: 2; phrog_59,phrog_4578,phrog_99: 2; phrog_4578,phrog_99,phrog_59,phrog_3593,phrog_1891,phrog_24751: 2; phrog_1492,phrog_4578,phrog_99,phrog_59,phrog_826,phrog_3593,phrog_1891: 1; phrog_1492,phrog_4578,phrog_99,phrog_13470,phrog_6254,phrog_59,phrog_3593,phrog_959,phrog_24751: 1; phrog_4578,phrog_99,phrog_3593,phrog_959,phrog_953: 1; phrog_3593,phrog_4578,phrog_99: 1; phrog_99,phrog_36769,phrog_4578,phrog_826: 1; phrog_99,phrog_953,phrog_4578,phrog_35306: 1; phrog_59,phrog_959,phrog_4578,phrog_99: 1	PF13392.9: 37; PF00847.23,PF13392.9: 21	clu_615
38	1515	88_clan	58		hypothetical protein,polynucleotide kinase,polynucleotide kinase/phosphorylase: 32; hypothetical protein,polynucleotide kinase: 26	Acid_phosphat_B,Hydrolase: 28; Acid_phosphat_B: 21; nan: 8; Acid_phosphat_B,Hydrolase,NIF: 1	167.22413793103448	7.1770665547644485	5.4960344827586205	0.5358022011806957	nan: 58	nan: 58	nan: 58	phrog_4889,phrog_415,phrog_36358,phrog_505: 32; phrog_415,phrog_36358,phrog_505: 26	PF03767.17,PF00702.29: 28; PF03767.17: 21; nan: 8; PF03767.17,PF00702.29,PF03031.21: 1	clu_1515
39	3538	172_clan	57		DNA polymerase exonuclease subunit: 50; DNA polymerase exonuclease subunit,hypothetical protein: 7	RNase_H_2: 27; nan: 12; DNA_pol_B_exo2,RNase_H_2: 11; DNA_pol_B_exo1,RNase_H_2: 4; RNase_H_2,Zn_Tnp_IS1: 2; RNase_H_2,RNase_T: 1	287.8070175438597	29.000885821748888	9.063508771929826	0.3685419690583333	nan: 57	nan: 57	nan: 57	phrog_403: 44; phrog_192,phrog_403: 6; phrog_9369,phrog_403: 4; phrog_28897,phrog_403: 2; phrog_5516,phrog_403: 1	PF13482.9: 27; nan: 12; PF10108.12,PF13482.9: 11; PF03104.22,PF13482.9: 4; PF13482.9,PF03811.16: 2; PF13482.9,PF00929.27: 1	clu_3538
40	11882	38_clan	57		hypothetical protein,deoxynucleoside monophosphate kinase: 51; deoxynucleoside monophosphate kinase: 4; hypothetical protein,deoxynucleoside monophosphate kinase,thymidylate kinase: 2	nan: 44; AAA_18: 8; AAA_17,AAA_18: 3; AAA_30: 2	198.21052631578948	11.920475844566871	6.298771929824561	0.7217391450404427	nan: 56; APIS001: 1	nan: 56; CLAN030: 1	nan: 56; pyrimidine cyclase system for antiphage resistance (Pycsar): 1	phrog_139,phrog_31701: 51; phrog_139: 4; phrog_139,phrog_31701,phrog_761: 2	nan: 44; PF13238.9: 8; PF13207.9,PF13238.9: 3; PF13604.9: 2	clu_11882
41	2320	179_clan	55		hypothetical protein: 55	nan: 55	74.07272727272728	9.024359104061475	7.691454545454545	0.7346312206155072	nan: 55	nan: 55	nan: 55	phrog_6500: 55	nan: 55	clu_2320
42	5786	26_clan	55		ATP-dependent DNA ligase: 53; nan: 2	DNA_ligase_OB_2: 25; DNA_ligase_A_M,DNA_ligase_OB_2: 20; DNA_ligase_A_C,DNA_ligase_A_M,DNA_ligase_OB_2: 6; DNA_ligase_A_C,DNA_ligase_OB_2: 2; nan: 1; DNA_ligase_A_M,DNA_ligase_OB_2,RNA_ligase: 1	316.09090909090907	28.498390290650605	6.517636363636364	1.166441190332822	nan: 55	nan: 55	nan: 55	phrog_114: 53; nan: 2	PF14743.9: 25; PF01068.24,PF14743.9: 20; PF04679.18,PF01068.24,PF14743.9: 6; PF04679.18,PF14743.9: 2; nan: 1; PF01068.24,PF14743.9,PF09414.13: 1	clu_5786
43	17	1423_mono	55		hypothetical protein: 55	nan: 55	66.0	0.0	10.00818181818182	0.2224700638129308	nan: 55	nan: 55	nan: 55	phrog_7840: 55	nan: 55	clu_17
44	15204	3_clan	54		dATP / dGTP pyrophosphohydrolase,hypothetical protein,endolysin; inhibits RNA polymerase: 36; dATP / dGTP pyrophosphohydrolase,hypothetical protein: 18	dGTP_diPhyd_N: 54	113.42592592592592	10.09689257606135	6.488148148148149	0.26058044116406864	nan: 54	nan: 54	nan: 54	phrog_2252,phrog_19117,phrog_801,phrog_37590,phrog_11257,phrog_5033,phrog_19680: 29; phrog_19117,phrog_801: 13; phrog_19117,phrog_801,phrog_19680: 5; phrog_2252,phrog_31158,phrog_801,phrog_5033,phrog_19680: 2; phrog_2252,phrog_19117,phrog_801,phrog_5033,phrog_19680: 1; phrog_2252,phrog_31158,phrog_801,phrog_37590,phrog_5033,phrog_19680: 1; phrog_2252,phrog_19117,phrog_11257,phrog_31158,phrog_801,phrog_37590,phrog_5332,phrog_5033,phrog_19680: 1; phrog_2252,phrog_19117,phrog_11257,phrog_801,phrog_37590,phrog_31336,phrog_16254,phrog_5332,phrog_5033,phrog_19680: 1; phrog_2252,phrog_19117,phrog_11257,phrog_801,phrog_37590,phrog_5332,phrog_5033,phrog_19680: 1	PF18909.3: 54	clu_15204
45	556	795_mono	54		nan: 54	nan: 54	36.0	0.0	7.860185185185186	0.2925779414991018	nan: 54	nan: 54	nan: 54	nan: 54	nan: 54	clu_556
